Distance,LG,LL,LLG,LLL,None,Bus,Ia,Ib,Ic,Va,Vb,Vc
45,0,0,1,0,0,3,703.2,629.38,605.91,6200.5,5733,5580.9
60,0,1,0,0,0,2,67.551,133.31,132.07,7707.1,7032.7,7152.5
75,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
70,0,1,0,0,0,1,723.33,828.49,865.74,36367,35932,35594
90,0,0,1,0,0,3,681.03,543.58,429.49,6065.6,5207.6,4367.1
65,1,0,0,0,0,3,221.08,690.52,703.39,2492.4,6022.5,6278.5
85,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
80,0,0,1,0,0,1,731.11,930.09,922.36,36318,35257,35284
15,0,0,0,1,0,1,2892.5,2892.5,2892.5,25960,25959,25960
85,0,0,1,0,0,1,727.66,769.47,771.12,36342,36130,36115
60,0,0,1,0,0,2,66.643,231.61,227.35,7692.4,6509,7101.4
20,0,0,1,0,0,3,703,642.61,635.74,6184.3,5778.5,5730.9
70,0,0,0,1,0,2,104.45,104.45,104.45,7323.1,7323,7323
20,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
70,0,1,0,0,0,1,723.33,744.43,767.94,36367,36293,36128
45,0,0,1,0,0,2,66.644,123.34,132.49,7728.2,7134.7,6998.4
85,0,1,0,0,0,3,701.03,342.2,359.13,6149.4,3765.4,2654.5
75,0,1,0,0,0,3,701.03,719.38,600.58,6149.4,6404.4,5487.3
50,0,0,0,1,0,3,25.536,25.536,25.536,1198.5,1198.5,1198.5
45,0,0,0,1,0,1,803.27,803.27,803.27,36040,36039,36040
60,0,0,1,0,0,3,701.97,661.65,650.31,6181.2,5942.2,5876.8
25,1,0,0,0,0,1,1003,719.53,727.99,35351,36382,36340
10,1,0,0,0,0,3,521.57,700.21,705.83,4883.8,6148.6,6221.5
65,1,0,0,0,0,3,221.46,690.54,703.25,2476.9,6021.1,6277.9
25,1,0,0,0,0,1,1991.4,707.89,725.45,29624,36450,36344
55,0,0,1,0,0,1,725.62,784.29,790.15,36352,36100,36069
75,0,0,0,1,0,1,1000.2,1000.2,1000.2,34877,34873,34880
10,0,1,0,0,0,3,701.02,660.46,602.46,6149.3,5941.3,5426.3
85,0,0,0,1,0,1,749.49,749.49,749.49,36231,36231,36231
35,0,1,0,0,0,3,701.03,577.17,293.18,6149.4,5522.9,3093
90,0,0,0,1,0,2,87.079,87.078,87.079,7515.6,7515.6,7515.6
90,0,0,0,1,0,3,489.94,489.94,489.94,4855.4,4855.4,4855.4
75,0,0,1,0,0,1,728.88,1019.5,975.22,36330,34775,35031
65,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
55,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
40,0,0,1,0,0,1,725.01,808.59,816.51,36355,36030,35994
70,0,0,1,0,0,2,67.635,161.17,171.93,7701.6,6833.5,6824.5
45,0,0,0,1,0,2,306.37,306.37,306.37,6166.8,6166.6,6166.8
25,0,1,0,0,0,3,701.02,685.32,584.27,6149.4,6153.5,5333.6
35,1,0,0,0,0,3,510.11,699.83,706.29,4860,6157.8,6228.6
40,0,0,1,0,0,1,725.36,840.38,855.62,36353,35903,35832
70,1,0,0,0,0,1,764.86,724.49,724.8,36167,36353,36359
45,0,0,0,1,0,2,99.279,99.279,99.279,7371.6,7371.4,7371.5
80,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
60,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
20,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
10,0,0,1,0,0,3,703.8,74.387,192.26,6225.9,1640,938.86
10,0,1,0,0,0,1,723.37,3611.2,3523.3,36364,23977,24450
10,1,0,0,0,0,2,135.46,66.331,66.328,6993.9,7712.3,7754.6
25,1,0,0,0,0,1,1725.4,709.92,731.01,31475,36434,36318
65,0,0,0,1,0,2,232.13,232.13,232.13,6760.7,6760.7,6760.7
25,0,0,1,0,0,2,63.596,280.58,323.78,7755.7,5558.8,5092.2
15,1,0,0,0,0,3,196.15,690.49,714.7,1885,6007.9,6380.3
45,0,0,0,1,0,2,109.45,109.45,109.45,7265.6,7265.4,7265.5
55,0,0,1,0,0,3,700.32,439.21,258.79,6204.3,4466.2,3096.7
15,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
45,0,0,1,0,0,2,66.893,107.08,111.89,7724.4,7298.5,7220.8
80,0,0,1,0,0,3,700.26,675.87,665.5,6163.9,6033.6,5969.8
40,0,1,0,0,0,1,723.42,1449.7,1461,36365,33239,32530
75,0,1,0,0,0,2,67.55,93.189,92.61,7707,7435.6,7479.5
85,0,1,0,0,0,2,67.549,134.52,116.83,7707,7012.2,7451.9
10,1,0,0,0,0,3,233.09,695.01,713.02,2687.8,6079.5,6339.8
70,0,0,1,0,0,1,729.55,864.99,888.72,36331,35671,35520
30,0,0,0,1,0,1,874.33,874.33,874.33,35829,35829,35829
10,0,0,0,1,0,1,4098.2,4098.2,4098.2,18467,18466,18466
65,1,0,0,0,0,1,771.8,724.42,724.85,36140,36357,36362
50,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
35,0,0,0,1,0,3,647.16,647.16,647.16,5849.1,5849.1,5849.1
10,0,0,1,0,0,1,704.75,2393.5,2698.3,36451,30406,28401
30,1,0,0,0,0,2,292.54,69.497,61.869,5761,7589.7,7857.4
25,1,0,0,0,0,2,149.86,66.691,66.121,6823.9,7700.1,7763
30,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
45,0,0,1,0,0,3,703.45,564.84,491.86,6219.6,5319.8,4796.4
30,0,0,0,0,1,2,67.551,67.551,67.551,7707,7707,7707
25,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
90,0,1,0,0,0,1,723.37,779.29,769.6,36365,36086,36101
70,1,0,0,0,0,3,373.78,690.53,705.84,3874.3,6071.5,6263.4
15,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
55,0,0,0,1,0,1,1339.7,1339.7,1339.7,33081,33082,33076
60,0,1,0,0,0,1,723.38,862.45,933.13,36365,35849,35255
70,0,1,0,0,0,3,701.03,520.72,225.14,6149.4,5116.6,2320
80,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
25,0,0,0,1,0,1,995.23,995.23,995.23,35444,35444,35444
85,0,0,1,0,0,3,677.29,174.41,157.29,6019.3,2511.8,1373.9
70,0,0,1,0,0,2,67.933,92.026,93.494,7707.9,7456.5,7426.2
70,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
20,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
50,1,0,0,0,0,1,822.76,723.81,725.68,35934,36361,36353
75,0,1,0,0,0,3,701.03,533.02,222.4,6149.4,5208.6,2356.7
70,0,0,1,0,0,2,66.782,206.99,199.77,7695.4,6735.7,7274.7
45,1,0,0,0,0,1,835.79,723.41,725.8,35892,36361,36355
85,1,0,0,0,0,1,746.92,724.34,724.85,36244,36359,36358
80,0,0,0,1,0,2,82.459,82.459,82.459,7553,7553,7553
55,0,0,0,1,0,3,668.89,668.89,668.89,5996.4,5996.4,5996.4
85,1,0,0,0,0,3,673.72,696.67,704.26,6006.4,6128.2,6180.6
70,0,0,0,1,0,3,225.26,225.26,225.26,2904.6,2904.6,2904.6
50,0,1,0,0,0,2,67.551,264.53,229.42,7707,5766,7522.7
65,0,0,1,0,0,2,67.732,94.904,97.08,7710.9,7426,7385.5
65,1,0,0,0,0,1,991.7,720.42,734.38,34948,36372,36312
65,0,0,1,0,0,1,729.26,890.22,923.07,36331,35556,35364
40,0,1,0,0,0,3,701.03,482.63,254.7,6149.4,4832.3,2419
10,0,0,0,1,0,1,1544.3,1544.3,1544.3,34099,34099,34099
30,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
90,0,0,0,1,0,2,177.19,177.19,177.19,7210.9,7210.9,7210.9
15,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
25,1,0,0,0,0,3,246.38,694.84,711.54,2809,6080.3,6326.1
55,1,0,0,0,0,2,185.52,66.911,67.159,6670.1,7663.8,7758
60,0,1,0,0,0,3,701.03,606.27,270.07,6149.4,5744.8,2987.4
25,0,0,0,1,0,1,888.97,888.96,888.97,35812,35812,35812
85,0,1,0,0,0,3,701.03,716.41,538.62,6149.4,6435.2,5057.5
65,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
25,0,0,1,0,0,2,66.276,108.25,111.75,7734.8,7286.9,7227.1
60,1,0,0,0,0,1,1094.4,714.55,736.46,34375,36408,36294
90,0,0,1,0,0,2,70.937,142.79,139.74,7675.3,7099.8,7261.4
45,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
90,0,0,1,0,0,3,672.5,426.88,244.13,6002.9,4380.4,2994.1
55,0,0,0,1,0,1,811.21,811.21,811.21,35980,35980,35979
90,0,1,0,0,0,3,701.03,715.29,632.34,6149.4,6340.8,5699.8
40,0,1,0,0,0,2,67.55,115.63,125.17,7707.4,7251.7,7136.2
85,1,0,0,0,0,3,656.4,694.56,705.41,5901.3,6116.2,6194.2
35,1,0,0,0,0,2,284.87,70.26,62.382,6303.4,7572.6,7832.1
50,0,1,0,0,0,1,723.39,1357.4,1250.8,36365,33187,33834
90,0,0,1,0,0,1,727.49,760.05,759.69,36342,36172,36170
20,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
20,0,1,0,0,0,2,67.553,106.45,122.43,7706.9,7375.1,7138.9
65,1,0,0,0,0,1,1036.6,714.6,737.44,34680,36403,36293
40,0,0,0,1,0,1,846.98,846.98,846.98,35880,35881,35879
40,0,0,0,1,0,2,331.92,331.92,331.92,5937.2,5936.8,5937.2
15,0,0,1,0,0,2,64.481,155.37,165.02,7768.5,6824.3,6677.7
90,1,0,0,0,0,3,678.59,695.77,704.62,6033.9,6119.6,6183.2
65,0,0,1,0,0,2,66.723,217.46,212.59,7694.1,6619.2,7164.8
15,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
80,1,0,0,0,0,2,85.916,67.406,68.521,7515.5,7705.3,7703.8
85,0,0,1,0,0,2,69.5,106.52,107.19,7690.6,7330.9,7321
60,0,1,0,0,0,2,67.551,210.37,185.97,7707.1,6228.8,7249.7
10,0,0,0,1,0,1,869.87,869.87,869.87,35977,35977,35977
55,1,0,0,0,0,3,648.71,700.25,703.2,5841.5,6159.7,6175.2
70,0,1,0,0,0,3,701.03,714.42,647.94,6149.4,6317.4,5805.2
85,0,0,1,0,0,1,730.67,924.02,879.36,36318,35274,35530
90,1,0,0,0,0,1,780.74,724.38,729.37,36056,36355,36336
60,0,1,0,0,0,3,701.03,713.43,641.97,6149.4,6316,5763.3
35,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
35,0,1,0,0,0,1,723.42,1364.7,1480.9,36365,34178,32326
45,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
50,0,0,1,0,0,1,724.2,1391,1356.9,36355,32824,33060
55,0,0,1,0,0,3,697.83,154.75,180.88,6173.5,2375.1,1395.9
55,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
60,1,0,0,0,0,3,352.53,693.32,707.12,3705.8,6091,6274.4
10,0,0,1,0,0,1,695.47,3084.5,3405.9,36501,26297,23249
75,0,0,0,0,1,2,67.549,67.549,67.549,7707,7707,7707
80,0,0,1,0,0,3,689.97,499.02,347.27,6130.3,4897.3,3767.9
10,0,0,0,1,0,1,4079.1,4079.1,4079.1,18574,18574,18574
75,1,0,0,0,0,3,640.27,696.75,704.71,5796.3,6135.8,6190.8
20,0,0,0,1,0,2,126.59,126.59,126.59,7102,7102,7102
20,1,0,0,0,0,1,1032.6,718.3,728.45,35323,36387,36337
10,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
20,0,1,0,0,0,1,723.36,1742.7,1955.9,36365,33968,29847
45,0,1,0,0,0,2,67.553,217.73,207.38,7707.1,6152.3,6771.8
40,0,1,0,0,0,1,723.42,1595.5,1484.4,36365,32059,32811
85,0,0,0,1,0,3,609.71,609.71,609.71,5661.7,5661.7,5661.7
65,0,0,0,1,0,2,109.08,109.08,109.08,7272.7,7272.7,7272.7
25,0,0,1,0,0,3,702.29,120.8,196.85,6205.8,2120.3,1303.6
25,0,0,0,1,0,3,344.94,344.94,344.94,3775.6,3775.6,3775.6
70,1,0,0,0,0,1,974.77,718.22,736.8,35011,36376,36300
45,1,0,0,0,0,1,1333.6,713.1,733.12,33108,36412,36313
45,0,0,0,1,0,3,187.66,187.66,187.66,2628.4,2628.4,2628.4
25,1,0,0,0,0,3,513.51,700.33,706.15,4868.7,6158.4,6225.9
40,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
10,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
15,0,0,1,0,0,2,61.723,489.39,531.9,7758,3828.5,4260.8
20,1,0,0,0,0,2,311.32,68.276,61.069,5198.2,7618.1,7889.4
35,0,0,1,0,0,3,701.36,136.62,191.5,6199.1,2244.5,1364.2
10,0,1,0,0,0,1,723.37,2869.2,3052.8,36364,31193,24017
30,0,0,0,1,0,3,188.48,188.48,188.48,2634.5,2634.5,2634.5
75,0,0,0,1,0,2,185.64,185.64,185.64,6782.4,6782.4,6782.4
15,0,1,0,0,0,1,723.37,2463.2,2596.9,36364,31151,26488
65,0,0,0,1,0,2,211.71,211.71,211.71,6546.2,6546.2,6546.2
65,0,0,1,0,0,1,727.6,816.07,829.84,36341,35927,35858
85,0,1,0,0,0,2,67.549,156.04,129.59,7707,6817.3,7531
35,0,0,1,0,0,1,720.63,1646,1740,36375,31790,30957
50,0,0,1,0,0,2,66.447,261.41,262.84,7691.5,6204.5,6824.9
45,0,0,1,0,0,1,722.75,1505.5,1474.2,36363,32222,32459
80,0,0,1,0,0,1,726.52,762.36,764.49,36348,36170,36158
85,0,0,0,1,0,1,870.48,870.49,870.48,35572,35571,35571
45,0,0,1,0,0,1,725.43,1262.9,1361.6,36349,33772,33036
15,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
80,0,1,0,0,0,1,723.34,876.13,856.88,36366,35617,35628
55,0,0,0,1,0,3,195.66,195.66,195.66,2685.2,2685.2,2685.2
35,0,0,0,1,0,1,1914.2,1914.2,1914.2,30042,30039,30042
60,1,0,0,0,0,1,838.04,724.4,726.69,35828,36358,36350
65,1,0,0,0,0,2,107.62,67.184,68.162,7283.7,7701.2,7718.2
75,0,0,0,1,0,3,20.272,20.272,20.273,1203.7,1203.7,1203.7
55,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
45,1,0,0,0,0,3,659.72,700.99,702.54,5905.2,6161.8,6167.5
10,0,0,1,0,0,2,58.797,558.8,604.67,7815.2,3046.8,3254.9
70,0,0,0,0,1,2,67.549,67.549,67.549,7707,7707,7707
10,1,0,0,0,0,2,166.79,66.003,65.667,6671.5,7710.5,7777.3
50,0,0,1,0,0,3,702.87,632.76,608.73,6198.4,5759.7,5605.2
90,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
90,0,0,0,1,0,1,860.74,860.76,860.75,35611,35610,35609
90,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
90,0,0,0,0,1,2,67.548,67.548,67.548,7707,7707,7707
55,0,0,1,0,0,1,726.76,1214.4,1244.8,36341,33832,33575
90,1,0,0,0,0,3,204.02,678.2,683.31,2437.6,5902.7,6146.4
25,0,1,0,0,0,2,67.553,125.69,140.76,7707,7208,6961.7
50,1,0,0,0,0,3,515.14,698.37,706.23,4911.2,6149.5,6228.9
65,0,0,0,1,0,1,825.31,825.3,825.31,35885,35887,35883
70,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
75,1,0,0,0,0,3,282.98,687.39,702.68,3168.3,6025.2,6260.8
90,0,0,1,0,0,3,699.25,684.13,673.57,6152.4,6080.1,6008.1
90,1,0,0,0,0,2,79.732,67.479,68.86,7585.3,7706.4,7696.7
75,0,0,0,1,0,2,90.054,90.053,90.054,7473,7473,7473
70,0,0,1,0,0,2,66.81,205.83,199.61,7695.6,6726,7245.4
90,1,0,0,0,0,3,344.54,672.14,699.15,3669.8,5910,6235.7
60,0,0,0,0,1,2,67.549,67.549,67.549,7707,7707,7707
70,0,1,0,0,0,2,67.55,187.43,161.8,7707,6478.3,7378.2
75,0,1,0,0,0,3,701.03,335.96,365.33,6149.4,3718.6,2693.1
15,1,0,0,0,0,3,604.48,701.09,703.64,5491,6158.6,6187.2
40,1,0,0,0,0,2,102.43,67.172,67.233,7328,7704.7,7727.6
25,1,0,0,0,0,3,209.98,691.83,712.42,2214.1,6028.3,6351.4
15,0,1,0,0,0,3,701.02,635.86,510.75,6149.4,5837.5,4759.3
10,0,0,1,0,0,3,702.74,638.24,633.68,6179,5728.7,5689.3
25,0,0,1,0,0,3,704.77,412.69,277.55,6235.6,4242.6,3186.3
30,0,0,1,0,0,1,724.38,827.53,835.42,36358,35988,35962
15,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
85,1,0,0,0,0,1,798.99,724.55,729.42,35966,36355,36336
80,0,0,1,0,0,3,684.11,156.33,177.49,6069.5,2380.4,1412.2
25,0,0,1,0,0,1,722.04,1237,1364,36367,34461,33787
90,0,0,0,1,0,1,744.23,744.24,744.23,36255,36255,36255
85,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
45,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
90,0,0,0,1,0,2,81.166,81.166,81.166,7572.1,7572.1,7572.1
