Distance,LG,LL,LLG,LLL,None,Bus,Ia,Ib,Ic,Va,Vb,Vc
55,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
35,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
35,0,0,1,0,0,1,718.9,1808.7,1785.6,36384,30653,30844
45,0,0,1,0,0,1,724.22,1395.1,1450.9,36355,32955,32487
80,0,0,0,0,1,2,67.548,67.548,67.548,7707,7707,7707
55,1,0,0,0,0,1,856.59,724.04,726.77,35755,36358,36348
15,0,0,0,1,0,3,70.542,70.542,70.542,906.57,906.57,906.57
50,0,0,1,0,0,2,66.455,262.83,263.1,7690.8,6214.8,6859.8
35,0,0,0,1,0,1,820.6,820.6,820.6,36002,36002,36000
30,0,1,0,0,0,3,701.03,572.02,306.14,6149.4,5480.6,3179.1
35,0,0,1,0,0,2,65.717,327.14,340.36,7696.1,5554.8,6222.6
75,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
70,0,0,0,1,0,1,1002.2,1002.1,1002.2,34902,34901,34903
30,0,1,0,0,0,3,701.03,664.64,476.63,6149.4,6083.7,4561.8
50,0,1,0,0,0,1,723.39,792.55,888.7,36365,36204,35525
10,1,0,0,0,0,2,542.06,73.471,51.95,3557.6,7470.8,8079.6
55,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
25,0,1,0,0,0,3,701.02,695.66,641.02,6149.4,6176.6,5735
30,0,0,1,0,0,3,704.27,416.31,267.19,6232.2,4279.4,3122.8
40,0,0,0,1,0,1,811.74,811.74,811.74,36020,36020,36018
80,0,0,1,0,0,3,686.66,378.15,167.76,6102.5,4024.5,2406.8
45,0,1,0,0,0,2,67.553,112.28,120.17,7707.1,7273,7190.6
65,0,0,0,1,0,1,1165.2,1165.2,1165.2,34006,34010,33996
90,0,1,0,0,0,1,723.37,826.7,791.57,36365,35832,35975
65,0,0,1,0,0,1,728.69,1078.8,1090.9,36331,34499,34395
80,0,1,0,0,0,3,701.03,714.78,518.11,6149.4,6438.5,4913.7
65,0,1,0,0,0,2,67.551,127.05,124.55,7707,7090.6,7225
65,0,0,1,0,0,2,67.708,88.69,89.909,7710.3,7488.7,7462.3
75,1,0,0,0,0,1,758.45,724.5,724.81,36194,36360,36356
45,0,0,1,0,0,2,66.284,280.21,284.78,7691.8,6022.1,6664
10,0,1,0,0,0,2,67.554,416.3,420.99,7706.9,4733.8,4948.4
35,0,1,0,0,0,3,701.03,479.23,261.36,6149.4,4807,2472.8
60,0,0,0,1,0,2,247.15,247.15,247.15,6638.2,6638.2,6638.2
35,0,0,1,0,0,3,704.35,556.61,491.66,6224.4,5248.7,4778.9
15,0,0,1,0,0,1,722.29,1040.6,1072.8,36365,35419,35333
60,0,1,0,0,0,1,723.38,1194.5,1081.2,36365,33945,34631
30,0,0,0,1,0,1,2138.8,2138.8,2138.8,28847,28848,28842
50,0,1,0,0,0,3,701.03,711.41,617.4,6149.4,6325.4,5593
20,0,1,0,0,0,1,723.36,2514.5,2413.2,36365,28066,28833
15,0,1,0,0,0,3,701.02,289.47,411.57,6149.4,3365.9,2968.3
80,0,1,0,0,0,3,701.03,713.39,656.43,6149.4,6300.1,5861.8
80,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
65,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
10,0,0,0,1,0,2,384.18,384.18,384.18,4426.5,4426.5,4426.5
65,0,1,0,0,0,3,701.03,614.84,274.43,6149.4,5807.4,3038.9
15,0,0,1,0,0,2,62.671,220,243.85,7796.2,6173.6,5817.3
30,0,0,0,0,1,2,67.551,67.551,67.551,7707,7707,7707
80,0,1,0,0,0,3,701.03,353.12,348.42,6149.4,3848,2594.7
30,0,1,0,0,0,3,701.03,691.67,580.1,6149.4,6207,5312.9
65,1,0,0,0,0,1,788.64,724.58,725.43,36058,36355,36359
50,0,1,0,0,0,1,723.39,1361.6,1248.9,36365,33151,33862
15,0,1,0,0,0,2,67.553,108.33,126.11,7706.9,7373.9,7097.9
25,0,0,1,0,0,1,723.79,978.25,1018.1,36359,35482,35322
75,1,0,0,0,0,1,908.2,721.38,734.77,35379,36372,36303
35,0,0,0,1,0,2,276.26,276.27,276.27,5609.1,5608.7,5609
65,0,0,0,1,0,2,96.308,96.307,96.308,7404.6,7404.6,7404.6
70,0,0,0,1,0,3,644.08,644.08,644.08,5868.5,5868.5,5868.5
25,0,0,0,1,0,1,1900,1900,1900,30984,30984,30983
90,0,1,0,0,0,1,723.37,896.33,784.93,36365,35429,36037
60,0,0,0,1,0,2,247.99,247.99,247.99,6663.3,6663.3,6663.3
10,0,0,1,0,0,1,721.6,1075.8,1098.2,36368,35422,35390
65,0,0,0,0,1,2,67.549,67.549,67.549,7707,7707,7707
45,0,0,0,1,0,3,623.66,623.66,623.66,5723.5,5723.5,5723.5
85,0,0,0,0,1,2,67.548,67.548,67.548,7707,7707,7707
50,0,1,0,0,0,2,67.551,205.57,193.6,7707,6269.3,6891.7
35,0,0,0,1,0,2,116.25,116.25,116.25,7197.4,7197.1,7197.3
85,0,1,0,0,0,1,723.38,746.65,751.76,36365,36256,36210
50,0,1,0,0,0,2,67.551,94.504,101.17,7707,7435.1,7372.7
70,0,0,1,0,0,1,730.12,966.02,991.62,36325,35120,34930
75,0,0,0,1,0,1,760.8,760.81,760.8,36183,36183,36182
40,0,0,1,0,0,3,703.05,423.34,254.85,6223.6,4343.1,3049.8
25,0,0,0,1,0,3,191.75,191.75,191.75,2654.3,2654.3,2654.3
20,0,0,1,0,0,3,704.91,545.77,502.76,6223.1,5137.7,4815.7
60,1,0,0,0,0,2,192.55,66.398,67.595,7028,7655.7,7742.6
50,0,0,0,1,0,3,542.48,542.48,542.48,5205.9,5205.9,5205.9
65,0,1,0,0,0,2,67.551,83.111,85.909,7707,7541,7527.5
85,0,0,0,1,0,3,456.96,456.96,456.96,4623.7,4623.7,4623.7
75,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
25,0,0,0,1,0,1,839.43,839.43,839.43,35976,35976,35976
90,0,0,0,0,1,2,67.548,67.548,67.548,7707,7707,7707
70,0,1,0,0,0,3,701.03,345.36,356.09,6149.4,3789.9,2641.3
45,0,1,0,0,0,1,723.35,761.16,852.32,36366,36324,35725
90,1,0,0,0,0,1,836.56,714.34,743.18,35738,36402,36261
40,0,0,1,0,0,1,721.07,1642.4,1614.6,36372,31514,31730
85,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
35,1,0,0,0,0,2,244.08,68.175,63.852,6029.3,7630.1,7821.9
65,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
40,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
50,0,0,0,1,0,3,626.9,626.9,626.9,5750,5750,5750
50,0,1,0,0,0,3,701.03,710,575.43,6149.4,6354.2,5303.4
45,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
45,1,0,0,0,0,1,1053.8,721.21,729.84,34813,36369,36334
25,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
35,0,0,1,0,0,2,65.092,245.08,279.81,7729.9,5941.8,5665.9
75,0,0,1,0,0,2,68.134,89.195,89.98,7705,7486.6,7466.3
55,0,1,0,0,0,2,67.552,248.57,212.32,7707.1,5946.7,7592.6
50,0,0,0,1,0,1,1449.7,1449.7,1449.7,32502,32500,32501
35,1,0,0,0,0,3,217.7,692.21,710.68,2357.2,6035.5,6333.9
50,1,0,0,0,0,2,220.73,67.986,65.671,6827.5,7624.9,7771.8
30,0,0,0,1,0,3,659.55,659.55,659.55,5914.3,5914.3,5914.3
65,1,0,0,0,0,3,361.57,692.11,706.48,3778.2,6082.5,6269.1
65,1,0,0,0,0,1,898.13,723.86,729.77,35490,36356,36337
35,0,1,0,0,0,2,67.552,287.48,271,7707.3,5413.1,6644.4
60,1,0,0,0,0,2,112.48,67.169,67.888,7229.9,7699.9,7723.7
75,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
35,0,0,0,1,0,3,38.339,38.339,38.339,1128.4,1128.4,1128.4
55,0,1,0,0,0,3,701.03,324.62,376.66,6149.4,3634.2,2767.5
20,0,0,1,0,0,2,62.631,362.49,410.78,7759.8,4781.3,4482.9
65,0,1,0,0,0,3,701.03,342.03,359.41,6149.4,3765,2662.4
60,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
75,0,0,1,0,0,3,690.7,361.53,146.63,6131.2,3902.3,2234.9
90,0,0,0,1,0,3,666.22,666.22,666.22,5988.1,5988.1,5988.1
15,1,0,0,0,0,1,2755.9,701.64,716.96,25578,36492,36385
15,1,0,0,0,0,1,2168.7,701.56,731.58,29900,36480,36311
15,0,0,1,0,0,3,705.58,401.9,305.69,6241.2,4128.6,3354
35,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
75,0,1,0,0,0,3,701.03,714.17,651.88,6149.4,6311.2,5831.8
90,1,0,0,0,0,2,76.927,67.518,68.541,7612.7,7706.3,7699.3
70,0,0,1,0,0,3,692.07,164.2,171.94,6130.4,2440.4,1391.5
40,1,0,0,0,0,2,226.75,67.927,64.719,6229,7637.8,7803.8
90,0,0,1,0,0,1,732.23,882.28,839.72,36309,35493,35734
80,0,0,0,1,0,2,95.521,95.521,95.521,7421.3,7421.2,7421.3
65,0,1,0,0,0,1,723.34,776.54,824.79,36365,36171,35839
40,1,0,0,0,0,1,849.63,722.91,725.97,35853,36368,36351
90,0,0,0,1,0,1,762.31,762.32,762.31,36158,36158,36158
55,0,0,0,1,0,3,548.09,548.09,548.09,5249,5249,5249
70,0,0,1,0,0,3,700.83,649.99,628.51,6180.8,5881.3,5745.7
80,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
10,0,1,0,0,0,1,723.37,2127.7,2441.4,36364,34733,27544
60,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
90,1,0,0,0,0,1,757.31,724.51,726.49,36185,36356,36350
20,1,0,0,0,0,2,403.16,72.695,57.189,5206.7,7503.9,7942.7
40,0,0,1,0,0,3,702.91,651.01,640.54,6188,5860.5,5798.1
20,0,1,0,0,0,2,67.553,188.56,203.4,7706.9,6707.2,6367.4
60,0,0,0,1,0,1,780.3,780.29,780.29,36109,36110,36108
15,0,0,1,0,0,3,703.58,612.98,601.63,6194.6,5572.1,5485.8
50,0,0,1,0,0,2,67.215,95.61,98.118,7718.3,7415.5,7370.2
60,0,0,0,1,0,3,19.542,19.542,19.542,1235,1235,1235
30,0,0,0,1,0,2,346.04,346.04,346.04,5092.8,5092.6,5092.7
35,0,1,0,0,0,2,67.552,119,130.27,7707.3,7233.3,7079.8
10,0,1,0,0,0,2,67.554,97.675,115.25,7706.9,7459.7,7207.8
30,0,0,0,1,0,2,106.87,106.87,106.87,7295.7,7295.6,7295.6
15,0,0,1,0,0,2,60.997,326.84,373.25,7807.2,5073.9,4420.4
15,0,1,0,0,0,2,67.553,477.81,461.96,7706.9,3493,6105.6
10,0,0,0,1,0,2,481.85,481.85,481.85,3385.9,3386,3385.9
35,0,0,1,0,0,3,703.71,419.7,259.6,6228.2,4311.5,3076.7
60,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
35,0,0,0,1,0,2,193.11,193.11,193.11,6392.1,6391.7,6391.9
40,0,1,0,0,0,3,701.03,678,463.9,6149.4,6194.5,4491.1
60,0,1,0,0,0,2,67.551,235.58,197.56,7707.1,6107.1,7681.3
85,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
60,0,0,1,0,0,1,728.83,918.3,961.36,36334,35444,35185
15,1,0,0,0,0,2,161.23,66.281,65.778,6716.4,7705.9,7773
45,1,0,0,0,0,2,211.41,67.623,65.55,6398.9,7646.1,7787.2
40,1,0,0,0,0,1,1408.8,713.92,732.54,32743,36418,36308
65,0,1,0,0,0,2,67.551,223.04,184.2,7707,6247,7728.3
90,0,1,0,0,0,1,723.37,858.73,797.23,36365,35651,35948
25,0,1,0,0,0,1,723.39,1060.4,1310.5,36365,35994,33433
25,0,0,0,1,0,3,613.91,613.91,613.91,5621.7,5621.7,5621.7
15,0,1,0,0,0,3,701.02,686.19,645.88,6149.4,6096.5,5756.3
80,0,1,0,0,0,1,723.34,742.23,752.17,36366,36284,36209
40,1,0,0,0,0,3,219.73,692.22,709.8,2400.4,6036.7,6326.1
40,0,0,0,1,0,3,33.414,33.414,33.414,1155.6,1155.6,1155.6
55,1,0,0,0,0,1,1099,719.09,733.72,34402,36381,36311
45,0,1,0,0,0,3,701.03,706.35,574.65,6149.4,6326.4,5293.6
65,0,0,0,0,1,2,67.549,67.549,67.549,7707,7707,7707
25,0,1,0,0,0,2,67.553,331.62,321.33,7707,5021.8,6172.5
60,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
50,0,0,0,1,0,1,822.42,822.42,822.42,35945,35945,35945
85,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
45,0,1,0,0,0,2,67.553,252.02,231.35,7707.1,5777.8,6956.2
45,1,0,0,0,0,3,221.01,692.13,708.85,2432.3,6036.7,6318.3
45,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
75,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
85,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
75,0,0,0,1,0,1,796.82,796.84,796.83,36002,36001,36003
60,0,0,0,0,1,2,67.549,67.549,67.549,7707,7707,7707
20,1,0,0,0,0,1,2306.3,705.39,721.72,27960,36463,36364
60,0,1,0,0,0,1,723.38,781.58,844.31,36365,36175,35742
55,0,1,0,0,0,2,67.552,105.68,110.53,7707.1,7322.3,7293.9
70,0,0,0,1,0,3,387.05,387.05,387.05,4115.6,4115.6,4115.6
20,0,1,0,0,0,2,67.553,128.97,146.11,7706.9,7202.6,6900.9
25,0,0,0,0,1,2,67.551,67.551,67.551,7707,7707,7707
55,0,1,0,0,0,3,701.03,335.54,365.89,6149.4,3716.7,2704.6
10,0,0,0,0,1,3,701.02,701.02,701.02,6149.4,6149.4,6149.4
50,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
45,0,0,1,0,0,2,67.041,98.015,100.88,7721.3,7390.4,7340
50,0,0,1,0,0,2,66.932,118.79,126.9,7723.5,7181.7,7060.3
85,0,0,0,1,0,2,91.232,91.232,91.232,7469,7468.9,7469
30,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
35,0,0,0,1,0,2,320.21,320.22,320.22,5400.9,5400.5,5400.8
70,0,0,1,0,0,3,701.28,677.23,670.36,6168.9,6035.6,5997.8
80,0,0,0,0,1,2,67.548,67.548,67.548,7707,7707,7707
20,0,1,0,0,0,1,723.36,2501.9,2412.7,36365,28232,28716
90,0,0,0,1,0,2,101.86,101.86,101.86,7382.5,7382.5,7382.5
65,1,0,0,0,0,1,1036.6,714.77,737.41,34680,36402,36294
50,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
75,0,1,0,0,0,2,67.55,200.6,161.33,7707,6479.6,7773
50,0,1,0,0,0,2,67.551,265.79,229.88,7707,5766.2,7557.3
45,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
40,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
65,1,0,0,0,0,2,164.18,66.12,68.816,6877.2,7682.3,7731.2
75,1,0,0,0,0,1,941.67,714.64,739.39,35184,36408,36275
30,1,0,0,0,0,1,879.4,721.67,726.39,35786,36372,36350
50,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
35,0,0,0,1,0,1,943.91,943.91,943.91,35525,35525,35524
15,1,0,0,0,0,3,191.23,690.77,714.63,1900.6,6012.7,6378.3
90,0,0,1,0,0,3,665.61,159.88,166.47,5930.1,2404.3,1388.8
40,0,0,1,0,0,3,703.95,560.52,490.82,6222.5,5283.6,4781.7
35,0,0,1,0,0,2,65.749,329.37,341.22,7694.8,5563.7,6267.6
85,1,0,0,0,0,2,149.54,60.864,75.227,7347.2,7745.5,7650.7
60,0,0,0,1,0,3,28.697,28.697,28.697,1158.6,1158.6,1158.6
80,1,0,0,0,0,1,752.49,724.45,724.81,36219,36356,36360
15,1,0,0,0,0,2,462.57,73.191,54.803,4513.1,7485.1,8002
15,0,1,0,0,0,2,67.553,195.72,213.59,7706.9,6712.5,6242
15,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
65,0,1,0,0,0,1,723.34,754.94,793.66,36365,36254,36005
35,0,0,0,1,0,3,661.28,661.28,661.28,5932.1,5932.1,5932.1
10,1,0,0,0,0,3,634.73,701.01,702.79,5690.1,6153.9,6175.1
75,0,0,1,0,0,1,729.89,842.3,858.09,36329,35775,35664
65,0,0,0,1,0,3,673.23,673.23,673.23,6025.4,6025.4,6025.4
55,0,1,0,0,0,3,701.03,712.25,639.95,6149.4,6308.8,5748.1
20,0,0,0,1,0,2,154.27,154.27,154.27,6821.6,6821.6,6821.6
60,0,0,1,0,0,3,699.04,447.07,266.89,6195.2,4524.3,3161.2
40,1,0,0,0,0,2,246.07,68.604,64.099,6263.8,7614.8,7810.9
70,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
15,0,0,0,1,0,2,130.02,130.02,130.02,7073.7,7073.7,7073.7
10,0,1,0,0,0,2,67.554,533.65,524.12,7706.9,3184.5,5547.5
30,0,0,0,0,1,2,67.551,67.551,67.551,7707,7707,7707
45,1,0,0,0,0,3,511.83,698.96,706.28,4883.1,6153.2,6229.3
30,0,0,1,0,0,2,64.682,307.31,343.07,7724.2,5397.3,5384.1
60,1,0,0,0,0,3,621.14,699.07,704.24,5662.7,6154.9,6189.8
35,0,1,0,0,0,3,701.03,701.85,617.52,6149.4,6250.2,5582.2
90,0,1,0,0,0,2,67.549,76.65,74.373,7707,7610.2,7648
35,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
90,0,1,0,0,0,2,67.549,125.56,106.91,7707,7111.2,7524
10,0,0,0,0,1,3,701.02,701.02,701.02,6149.4,6149.4,6149.4
30,0,0,1,0,0,1,720.13,1573.9,1750.2,36376,32550,31183
55,0,1,0,0,0,1,723.38,1073,1112,36364,34890,34279
55,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
60,0,0,1,0,0,1,727.81,1142.1,1162.6,36336,34187,34012
20,0,0,0,1,0,2,487.69,487.69,487.69,4358.9,4358.9,4358.9
80,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
35,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
30,0,0,0,1,0,2,295.25,295.25,295.25,5384.8,5384.6,5384.8
20,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
30,0,0,1,0,0,2,64.802,186.51,212.08,7753.3,6496.7,6140.6
55,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
85,0,0,0,0,1,2,67.548,67.548,67.548,7707,7707,7707
15,0,0,0,1,0,1,919.86,919.86,919.86,35803,35802,35804
25,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
40,0,0,0,1,0,2,133.56,133.56,133.56,7015.2,7014.8,7015
25,0,1,0,0,0,3,701.02,471.85,279.68,6149.4,4751.2,2626.9
70,0,0,0,1,0,2,198.37,198.37,198.37,6668.7,6668.6,6668.7
80,0,0,0,1,0,1,974.89,974.86,974.87,35014,35015,35010
10,0,0,0,0,1,2,67.551,67.551,67.551,7707,7707,7707
45,0,1,0,0,0,2,67.553,282.76,249.02,7707.1,5558.1,7437.2
70,0,0,1,0,0,2,67.866,86.464,87.236,7707.9,7512.4,7492.8
30,1,0,0,0,0,3,638.9,701.31,702.88,5754.3,6164,6174.1
65,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
50,1,0,0,0,0,2,197.77,67.282,66.358,6544.4,7654.8,7772.1
20,0,1,0,0,0,3,701.02,687.12,624.78,6149.4,6126.8,5613.4
10,0,0,0,1,0,1,3395.1,3395.1,3395.1,24340,24340,24340
25,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
50,0,0,1,0,0,1,725.97,816.23,828.49,36351,35972,35909
40,1,0,0,0,0,3,337.61,696.18,709.11,3575.5,6111.1,6289
70,0,1,0,0,0,1,723.33,1066.9,958.17,36367,34584,35189
70,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
45,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
40,1,0,0,0,0,1,813.61,723.14,725.33,36004,36367,36355
80,0,1,0,0,0,2,67.55,191.31,151.57,7707,6580.2,7802.2
45,0,1,0,0,0,1,723.35,1468,1356,36366,32652,33379
90,0,0,0,1,0,1,836,836.01,836.01,35750,35749,35749
25,0,0,0,1,0,1,2433.4,2433.4,2433.4,27292,27291,27290
20,1,0,0,0,0,1,2303,705.22,722.11,27973,36464,36362
80,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
80,0,1,0,0,0,2,67.55,109.39,103.22,7707,7265.8,7425
40,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
85,1,0,0,0,0,1,767.59,724.74,726.44,36136,36355,36350
35,1,0,0,0,0,1,1536.3,712.47,731.51,32085,36426,36311
70,0,0,1,0,0,1,726.52,777.67,782.8,36348,36109,36077
60,0,0,1,0,0,2,67.548,90.953,92.62,7712.9,7464.6,7431.6
35,0,0,0,1,0,2,138.68,138.68,138.68,6964.2,6963.8,6964.1
60,1,0,0,0,0,2,91.744,67.357,67.751,7445.6,7704.3,7715.9
75,0,0,0,0,1,2,67.549,67.549,67.549,7707,7707,7707
55,0,1,0,0,0,3,701.03,713.55,619.1,6149.4,6340.6,5607.2
75,0,1,0,0,0,1,723.43,905.96,896.2,36365,35494,35422
25,0,0,0,1,0,3,64.622,64.622,64.622,963.98,963.97,963.97
70,0,1,0,0,0,2,67.55,163,147.1,7707,6706.9,7244.5
15,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
20,1,0,0,0,0,1,1921.5,706.42,730.95,30708,36450,36319
80,0,0,1,0,0,2,68.74,142.69,147.63,7694.1,7021.8,7043
80,0,0,1,0,0,1,729.64,969.1,924.56,36324,35032,35298
25,0,1,0,0,0,2,67.553,393.52,367.99,7707,4310.2,6861
80,0,0,0,1,0,1,909.32,909.3,909.31,35373,35374,35370
25,1,0,0,0,0,1,1296.7,715.68,730.46,34022,36402,36325
55,0,0,0,1,0,2,118.61,118.61,118.61,7170.3,7170.2,7170.2
85,0,0,0,1,0,3,292.57,292.57,292.57,3412.2,3412.2,3412.2
45,1,0,0,0,0,1,1334,713,733.07,33107,36412,36313
15,1,0,0,0,0,2,465.97,73.42,54.648,4545.8,7479.8,8003.5
55,1,0,0,0,0,1,967.31,722.79,729.83,35178,36363,36333
55,1,0,0,0,0,2,94.366,67.321,67.618,7416.4,7704.2,7718.8
25,0,0,1,0,0,2,65.298,143.66,154.77,7752.1,6931.8,6765.6
10,0,0,0,1,0,3,652.52,652.52,652.52,5829.7,5829.7,5829.7
70,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
20,0,0,1,0,0,1,720.48,1310.3,1441.4,36374,34325,33677
75,1,0,0,0,0,2,145.44,65.364,70.689,7047,7701.1,7703.3
25,1,0,0,0,0,2,124.46,66.815,66.644,7094.8,7705.4,7745.1
60,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
50,0,1,0,0,0,1,723.39,746.19,808.31,36365,36333,35942
25,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
50,0,0,1,0,0,1,725.45,791.87,798.58,36353,36077,36042
75,0,1,0,0,0,2,67.55,80.452,81.143,7707,7567.9,7577.7
15,0,1,0,0,0,1,723.37,2943.4,2861.9,36364,26546,26825
40,0,0,0,1,0,1,1127,1127,1127,34627,34628,34626
90,0,0,1,0,0,2,69.784,168.58,159.11,7685.4,7064.7,7468.7
60,1,0,0,0,0,2,141.35,66.876,68.011,6957.2,7690.4,7734.4
85,1,0,0,0,0,1,867.54,714.25,741.81,35575,36404,36267
85,0,0,1,0,0,1,730.03,803.33,806.72,36328,35950,35920
60,0,0,0,1,0,3,659.43,659.43,659.43,5949.1,5949.1,5949.1
25,1,0,0,0,0,2,110.66,66.931,66.897,7240.8,7707.2,7735.7
15,0,0,1,0,0,2,60.881,397.96,450.37,7793.6,4386.2,3887.4
25,0,0,0,0,1,2,67.551,67.551,67.551,7707,7707,7707
25,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
20,1,0,0,0,0,2,128.18,66.679,66.518,7058.4,7707.2,7748.5
80,0,1,0,0,0,1,723.34,748.99,760.75,36366,36253,36163
50,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
25,0,0,0,0,1,2,67.551,67.551,67.551,7707,7707,7707
70,0,0,1,0,0,1,729.45,1023.1,1027.8,36328,34787,34724
65,0,0,1,0,0,1,727.33,1137.5,1098.2,36337,34141,34401
80,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
10,0,0,0,1,0,3,102.45,102.45,102.45,659.99,659.98,659.98
40,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
65,1,0,0,0,0,3,655.6,699.37,703.41,5890.9,6152.7,6176
45,0,0,0,1,0,2,305.16,305.16,305.16,6137.7,6137.5,6137.7
85,1,0,0,0,0,2,139.49,63.342,74.204,7204.9,7728.5,7660.7
70,0,0,0,1,0,3,22.936,22.936,22.936,1188.2,1188.2,1188.2
50,0,0,1,0,0,2,66.364,232.89,249.5,7702.6,6204.6,6395.9
20,1,0,0,0,0,3,346.56,697.56,709.99,3616.3,6119.9,6291.6
90,0,1,0,0,0,1,723.37,894.51,786.58,36365,35440,36026
20,0,0,1,0,0,2,64.901,149.38,160.04,7759.9,6878.1,6717.7
70,0,0,1,0,0,2,67.274,183.04,189.28,7698.7,6710.6,6903.5
90,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
30,0,0,0,1,0,1,1244.6,1244.6,1244.6,34308,34309,34307
75,1,0,0,0,0,3,217.98,688.35,698.55,2492.4,6001.3,6245.5
85,1,0,0,0,0,2,149.9,60.7,75.257,7362.5,7746.6,7650.3
80,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
50,0,0,0,1,0,2,258.06,258.06,258.06,6088.7,6088.6,6088.7
50,0,0,0,1,0,3,666.86,666.86,666.86,5981.1,5981.1,5981.1
30,0,0,1,0,0,1,718.1,1811.6,1932.2,36387,31039,29958
20,1,0,0,0,0,2,357.84,70.011,59.147,4974.3,7569.2,7922.2
30,0,1,0,0,0,3,701.03,699.6,639.36,6149.4,6209.5,5728.6
25,1,0,0,0,0,3,605.02,701.22,703.75,5516.3,6164.5,6187.7
40,1,0,0,0,0,3,658.06,701.15,702.49,5890.6,6162.4,6167.4
20,0,1,0,0,0,2,67.553,292.38,296.08,7706.9,5647.7,5805.5
15,0,0,0,1,0,2,546.98,546.98,546.98,3666.7,3666.7,3666.7
65,1,0,0,0,0,2,181.36,65.53,68.612,7112.8,7670.8,7728.5
15,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
55,1,0,0,0,0,2,205.65,67.214,66.622,6944.5,7640.2,7756.6
35,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
60,0,0,0,1,0,1,1247.5,1247.5,1247.5,33573,33576,33565
20,1,0,0,0,0,3,202.8,691.4,713.41,2090.9,6021.7,6362.8
60,1,0,0,0,0,2,99.142,67.292,67.803,7367.7,7703,7718.7
